"Name","longitude","latitude","time.bin","region","bio4","bio10","bio12","bio15","presence","tr.abcd","tr.abce","tr.abde","tr.acde","tr.bcde","test.e","test.d","test.c","test.b","test.a"
"Background",-115.375,50.2916666666667,"modern","HybridZoneNorth",826.944518009762,10.6269998947779,693,20.1545532500353,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.291666666667,50.2916666666667,"modern","HybridZoneNorth",842.286241718931,10.9118332068125,678,21.447850965773,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.208333333333,50.2916666666667,"modern","HybridZoneNorth",855.352803369304,10.8496667146683,683,22.2027362588839,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.125,50.2916666666667,"modern","HybridZoneNorth",805.585181454753,8.79016657670339,777,20.9856372876639,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.041666666667,50.2916666666667,"modern","HybridZoneNorth",832.816551852725,9.53349999586741,723,22.2677794184148,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.958333333333,50.2916666666667,"modern","HybridZoneNorth",858.053037633469,11.2195001840591,646,25.2201388105781,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.875,50.2916666666667,"modern","HybridZoneNorth",839.227416989207,10.1785000165304,685,25.9390549685103,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.791666666667,50.2916666666667,"modern","HybridZoneNorth",778.783058574161,8.24416667222977,776,25.2854696661066,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.708333333333,50.2916666666667,"modern","HybridZoneNorth",771.077670527383,10.092666665713,670,29.488748568569,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.625,50.2916666666667,"modern","HybridZoneNorth",768.741827917572,10.685666958491,654,32.4187795450952,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.958333333333,50.2083333333333,"modern","HybridZoneNorth",771.936700964752,11.332333445549,721,19.4891266970526,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.708333333333,50.2083333333333,"modern","HybridZoneNorth",861.970590895244,14.3489999771118,527,26.3503091318456,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.625,50.2083333333333,"modern","HybridZoneNorth",793.155100234714,11.7091663678487,660,19.723858959263,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.541666666667,50.2083333333333,"modern","HybridZoneNorth",787.413949131671,9.93983340263367,744,18.5109583963343,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.458333333333,50.2083333333333,"modern","HybridZoneNorth",865.9258249818,13.0009998480479,584,24.8577610461928,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.375,50.2083333333333,"modern","HybridZoneNorth",778.593571564636,9.32949999968211,762,18.4572502415347,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.291666666667,50.2083333333333,"modern","HybridZoneNorth",868.615443751439,12.0695001284281,631,23.2340815138884,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.208333333333,50.2083333333333,"modern","HybridZoneNorth",854.473323612979,11.212833404541,669,22.0999972941794,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.125,50.2083333333333,"modern","HybridZoneNorth",826.134764224935,9.63116641839345,744,20.6071519227912,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.041666666667,50.2083333333333,"modern","HybridZoneNorth",833.307635840372,9.88899993896484,714,21.8543515505975,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.958333333333,50.2083333333333,"modern","HybridZoneNorth",860.519875853719,11.6583333015442,635,24.1755070325671,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.875,50.2083333333333,"modern","HybridZoneNorth",849.23894750718,10.9808334509532,679,23.8165228100384,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.791666666667,50.2083333333333,"modern","HybridZoneNorth",814.025743811195,9.41833329200745,739,24.5890575655136,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.708333333333,50.2083333333333,"modern","HybridZoneNorth",771.357249659903,9.43999989827474,712,26.6539776472606,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.625,50.2083333333333,"modern","HybridZoneNorth",755.865829073146,9.82333334287008,688,29.4332362965208,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.541666666667,50.2083333333333,"modern","HybridZoneNorth",740.296865017035,9.10750019550323,716,29.7562304076073,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.458333333333,50.2083333333333,"modern","HybridZoneNorth",756.903664343097,10.0481666326523,677,33.257339282357,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.375,50.2083333333333,"modern","HybridZoneNorth",781.665004796118,11.7370000282923,625,37.817277007188,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.291666666667,50.2083333333333,"modern","HybridZoneNorth",808.814056391033,12.6338334878286,599,41.3877934378161,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.208333333333,50.2083333333333,"modern","HybridZoneNorth",836.65148172022,13.2638336022695,564,45.2441468952927,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.125,50.2083333333333,"modern","HybridZoneNorth",844.124703260774,13.3453334967295,550,48.8762655756659,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.458333333333,50.125,"modern","HybridZoneNorth",773.813869232086,8.4803333679835,1059,25.168173861113,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.375,50.125,"modern","HybridZoneNorth",763.610320777459,9.4350000222524,960,24.9703652764164,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.291666666667,50.125,"modern","HybridZoneNorth",777.715837997681,10.4464999437332,866,23.2589739996133,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.208333333333,50.125,"modern","HybridZoneNorth",746.643217439692,9.66600008805593,885,22.8539823555597,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.125,50.125,"modern","HybridZoneNorth",787.213892445621,10.908333381017,767,21.878520083331,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.041666666667,50.125,"modern","HybridZoneNorth",850.867151944846,13.8125000794729,570,22.1981617288229,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.958333333333,50.125,"modern","HybridZoneNorth",847.557128027788,13.5541663964589,581,21.734355229156,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.875,50.125,"modern","HybridZoneNorth",850.96965464848,13.8989999294281,560,22.3517810107159,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.791666666667,50.125,"modern","HybridZoneNorth",898.759361565896,16.1228335698446,441,33.6997903181292,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.708333333333,50.125,"modern","HybridZoneNorth",853.277950167241,14.2220001220703,527,25.9018827999083,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.625,50.125,"modern","HybridZoneNorth",844.91325622543,13.7011663118998,555,24.3678850396798,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.541666666667,50.125,"modern","HybridZoneNorth",814.361281453226,12.1488335132599,641,20.3046848930686,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.458333333333,50.125,"modern","HybridZoneNorth",829.597829847964,11.9098329146703,647,21.0711664157934,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.375,50.125,"modern","HybridZoneNorth",819.178274082445,11.2388329903285,666,21.0300806143746,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.291666666667,50.125,"modern","HybridZoneNorth",840.190091162305,10.855833252271,690,20.5839223569099,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.208333333333,50.125,"modern","HybridZoneNorth",805.26260803059,9.34850017229716,762,19.8160906978791,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.125,50.125,"modern","HybridZoneNorth",832.94753106857,10.0154998699824,727,20.7541252571384,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.041666666667,50.125,"modern","HybridZoneNorth",800.862823302998,9.16333325703939,760,20.4861367133216,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.958333333333,50.125,"modern","HybridZoneNorth",876.103675337478,11.6433333158493,655,22.9175423171813,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.875,50.125,"modern","HybridZoneNorth",852.382862858872,11.1719999313354,671,22.7906983412816,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.791666666667,50.125,"modern","HybridZoneNorth",831.787149993158,10.2825000683467,710,24.4561559501357,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.708333333333,50.125,"modern","HybridZoneNorth",777.62300516857,9.08849990367889,751,24.7988998345127,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.625,50.125,"modern","HybridZoneNorth",764.262481377413,9.94716656208038,699,26.9285956827922,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.541666666667,50.125,"modern","HybridZoneNorth",743.682480190696,9.23316677411397,720,28.0044042788185,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.458333333333,50.125,"modern","HybridZoneNorth",760.593050005103,10.3900000651677,664,32.036230448788,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.375,50.125,"modern","HybridZoneNorth",752.241182352075,10.5051665703456,671,34.5224070877273,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.291666666667,50.125,"modern","HybridZoneNorth",799.087393229431,12.5051662127177,602,40.3024239896881,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.208333333333,50.125,"modern","HybridZoneNorth",827.082806339299,13.2279999256134,563,45.1079246564903,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.125,50.125,"modern","HybridZoneNorth",826.737130236369,13.1935000419617,556,47.8411692918963,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.041666666667,50.125,"modern","HybridZoneNorth",840.758384645554,13.4646668434143,541,51.935179871737,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.958333333333,50.125,"modern","HybridZoneNorth",858.342222425467,14.0414998531342,515,55.4066699439467,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.875,50.125,"modern","HybridZoneNorth",876.069053977218,14.6343335310618,490,58.7026908033536,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.791666666667,50.125,"modern","HybridZoneNorth",899.932783927322,15.4483334223429,464,61.2382263704887,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.708333333333,50.125,"modern","HybridZoneNorth",916.367303250753,15.8296666940053,446,61.9304058294801,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.708333333333,50.0416666666667,"modern","HybridZoneNorth",780.770160654782,10.7758332888285,1036,28.3995208253163,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.625,50.0416666666667,"modern","HybridZoneNorth",780.862133174845,10.4571665128072,1028,27.1285862818633,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.541666666667,50.0416666666667,"modern","HybridZoneNorth",791.658531280403,9.61566666762034,1040,26.1853466311522,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.458333333333,50.0416666666667,"modern","HybridZoneNorth",764.455578309151,8.21166664361954,1077,25.3209312612957,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.375,50.0416666666667,"modern","HybridZoneNorth",782.443835165295,10.2641664743423,906,25.6549666402035,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.291666666667,50.0416666666667,"modern","HybridZoneNorth",745.001076158388,9.06766661008199,960,24.5845050458313,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.208333333333,50.0416666666667,"modern","HybridZoneNorth",739.182316547952,8.01083344221115,997,23.3354495396079,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.125,50.0416666666667,"modern","HybridZoneNorth",748.31345725138,9.05166665712992,898,22.7697553351413,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.041666666667,50.0416666666667,"modern","HybridZoneNorth",747.441400798128,10.1335000991821,811,21.7467648181546,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.958333333333,50.0416666666667,"modern","HybridZoneNorth",771.72749266656,11.2855000098546,724,21.0794167686818,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.875,50.0416666666667,"modern","HybridZoneNorth",806.118267858088,12.5376664002736,641,20.0306789603243,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.791666666667,50.0416666666667,"modern","HybridZoneNorth",885.060053118576,15.901833375295,446,32.7217017794042,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.708333333333,50.0416666666667,"modern","HybridZoneNorth",853.032256491178,14.404000043869,524,25.5857481998465,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.625,50.0416666666667,"modern","HybridZoneNorth",825.779822366169,13.2555001576742,579,22.8759435217294,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.541666666667,50.0416666666667,"modern","HybridZoneNorth",820.200947439284,11.683833082517,667,20.3391352816408,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.458333333333,50.0416666666667,"modern","HybridZoneNorth",831.890817742487,11.4911665519079,677,19.9335713015416,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.375,50.0416666666667,"modern","HybridZoneNorth",798.630596740882,9.67666669686635,772,18.601628893146,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.291666666667,50.0416666666667,"modern","HybridZoneNorth",798.040684487258,9.08033335208893,793,18.3943999518355,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.208333333333,50.0416666666667,"modern","HybridZoneNorth",789.621188964607,8.54083337386449,810,18.4606082229889,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.125,50.0416666666667,"modern","HybridZoneNorth",838.834540399402,10.4628335237503,729,19.955262070395,0,0,0,0,0,0,0,0,0,0,0
"Background",-115.041666666667,50.0416666666667,"modern","HybridZoneNorth",807.100205854201,9.29833344618479,770,20.1552465456096,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.958333333333,50.0416666666667,"modern","HybridZoneNorth",863.902781042054,11.6724999745687,663,22.1542394470447,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.875,50.0416666666667,"modern","HybridZoneNorth",861.412402471651,12.3351667722066,630,23.2298585237048,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.791666666667,50.0416666666667,"modern","HybridZoneNorth",840.521259569824,11.0551664829254,674,23.2645687784331,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.708333333333,50.0416666666667,"modern","HybridZoneNorth",798.247783819606,9.14533336957296,763,23.356426445925,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.625,50.0416666666667,"modern","HybridZoneNorth",762.252029532295,9.72300000985464,709,25.5432621823013,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.541666666667,50.0416666666667,"modern","HybridZoneNorth",745.578424845173,10.2153333028158,684,28.2253543857671,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.458333333333,50.0416666666667,"modern","HybridZoneNorth",760.820172554605,10.7309999863307,660,31.2557972359278,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.375,50.0416666666667,"modern","HybridZoneNorth",757.222312014203,10.8491667111715,652,34.283984588372,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.291666666667,50.0416666666667,"modern","HybridZoneNorth",769.688787280205,11.5415000120799,629,37.5388749314071,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.208333333333,50.0416666666667,"modern","HybridZoneNorth",804.526438172844,12.8245002428691,573,43.7608051668868,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.125,50.0416666666667,"modern","HybridZoneNorth",796.678727371678,12.4451665878296,583,46.2345135073516,0,0,0,0,0,0,0,0,0,0,0
"Background",-114.041666666667,50.0416666666667,"modern","HybridZoneNorth",806.878123365765,12.8461667696635,564,50.8063142301876,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.958333333333,50.0416666666667,"modern","HybridZoneNorth",830.936220954821,13.4296663602193,541,55.2035143761086,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.875,50.0416666666667,"modern","HybridZoneNorth",855.229831187133,14.0861666202545,517,58.481048205879,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.791666666667,50.0416666666667,"modern","HybridZoneNorth",882.271162415441,15.0321668783824,483,60.8227531118208,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.708333333333,50.0416666666667,"modern","HybridZoneNorth",919.322922012588,16.2089999516805,441,62.5251782338098,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.625,50.0416666666667,"modern","HybridZoneNorth",918.526977574283,15.9434998035431,442,62.8005134657135,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.541666666667,50.0416666666667,"modern","HybridZoneNorth",923.260955380275,15.9539996782939,435,62.3429146975394,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.458333333333,50.0416666666667,"modern","HybridZoneNorth",932.662607648089,16.1431666215261,427,61.680791603021,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.375,50.0416666666667,"modern","HybridZoneNorth",944.863367681253,16.4065000216166,416,60.8932312501319,0,0,0,0,0,0,0,0,0,0,0
"Background",-113.291666666667,50.0416666666667,"modern","HybridZoneNorth",958.975447271923,16.5440003077189,409,60.4707863092835,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.791666666667,49.9583333333333,"modern","HybridZoneNorth",741.17619592853,11.4714999993642,1041,30.8597477184618,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.708333333333,49.9583333333333,"modern","HybridZoneNorth",765.984481340571,9.67183331648509,1102,28.1493173013128,0,0,0,0,0,0,0,0,0,0,0
"Background",-116.625,49.9583333333333,"modern","HybridZoneNorth",774.032705826443,9.22066652774811,1089,27.1790061477504,0,0,0,0,0,0,0,0,0,0,0
